Protein;Protein ID;Entry Name;Gene;Protein Length;Organism;Protein Existence;Description;Protein Probability;Top Peptide Probability;Combined Total Peptides;Combined Spectral Count;Combined Total Spectral Count;WT_RT_1 Intensity;WT_RT_2 Intensity;WT_RT_3 Intensity;WT_Cold_1 Intensity;WT_Cold_2 Intensity;WT_Cold_2 Intensity;WT_RT_1 MaxLFQ Intensity;WT_RT_2 MaxLFQ Intensity;WT_RT_3 MaxLFQ Intensity;WT_Cold_1 MaxLFQ Intensity;WT_Cold_2 MaxLFQ Intensity;WT_Cold_3 MaxLFQ Intensity;Indistinguishable Proteins
sp|P55034|PSMD4_ARATH;P55034;PSMD4_ARATH;RPN10;386;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;26S proteasome non-ATPase regulatory subunit 4 homolog;0.9995;0.999;2;6;6;16909.162;0;39329.48;6818.5273;6959.164;10931.23;0;0;0;0;0;0;
sp|P55217|CGS1_ARATH;P55217;CGS1_ARATH;CGS1;563;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Cystathionine gamma-synthase 1, chloroplastic;1;0.999;8;49;49;137736.75;379203.56;402018.06;43719.37;61468.67;194310.97;53331.734;89346.11;194099.75;0;41904.93;96401.63;
sp|P55228|GLGS_ARATH;P55228;GLGS_ARATH;APS1;520;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Glucose-1-phosphate adenylyltransferase small subunit, chloroplastic;1;0.999;27;292;292;1438565.6;1050100.8;3035583.2;312272.8;573467.2;1169730;434997.1;379515.03;1012138;131298.73;211827.98;417902.72;
sp|P55229|GLGL1_ARATH;P55229;GLGL1_ARATH;ADG2;522;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Glucose-1-phosphate adenylyltransferase large subunit 1, chloroplastic;1;0.999;33;307;307;929556.5;844257.94;2978994;89256.81;289311.2;938427.56;98927.72;95145.75;343300.03;23003.137;41008.855;94692.68;
sp|P55231|GLGL3_ARATH;P55231;GLGL3_ARATH;APL3;521;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Glucose-1-phosphate adenylyltransferase large subunit 3, chloroplastic;1;0.999;6;11;16;14467.74;0;44249.97;28328.29;29227.309;34245.45;0;0;0;0;0;32644.684;
sp|P55737|HS902_ARATH;P55737;HS902_ARATH;HSP90-2;699;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Heat shock protein 90-2;1;0.999;31;348;348;730710.7;669921.8;1404370.6;772066.44;806975.56;1163993.8;97948.23;102781.625;205544.27;97595.02;99397.52;139125.69;
sp|P55826|PPOC_ARATH;P55826;PPOC_ARATH;PPOX1;537;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Protoporphyrinogen oxidase 1, chloroplastic;1;0.999;31;645;645;2294396;5717856;7755356.5;808416.7;1323552.5;3611786;348224.44;691728.3;990701.94;161654.84;239557;483528.84;
sp|P55852|SUMO1_ARATH;P55852;SUMO1_ARATH;SUMO1;100;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Small ubiquitin-related modifier 1;0.9998;0.999;2;2;2;9208.918;10576.383;0;0;0;11090.115;0;0;0;0;0;0;
sp|P56752|NU5C_ARATH;P56752;NU5C_ARATH;ndhF;746;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;NAD(P)H-quinone oxidoreductase subunit 5, chloroplastic;1;0.999;3;7;7;367154;1066582.4;1847070.4;0;0;1050332.2;0;0;0;0;0;0;
sp|P56753|NDHH_ARATH;P56753;NDHH_ARATH;ndhH;393;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;NAD(P)H-quinone oxidoreductase subunit H, chloroplastic;1;0.999;8;48;48;153928;233279.95;595368.56;30112.22;58964.266;185299.53;54569.86;69990.055;141938.33;20636.055;36815.523;64090.82;
sp|P56754|NDHJ_ARATH;P56754;NDHJ_ARATH;ndhJ;158;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;NAD(P)H-quinone oxidoreductase subunit J, chloroplastic;1;0.999;6;54;54;88884.25;169732.47;596454.06;22296.596;31715;177964.22;39125.754;55611.695;179059.28;0;0;73294.266;
sp|P56755|NDHI_ARATH;P56755;NDHI_ARATH;ndhI;172;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;NAD(P)H-quinone oxidoreductase subunit I, chloroplastic;0.9981;0.999;2;8;8;18560.496;18091.977;73894.24;0;0;42168.273;11904.112;0;45898.375;0;0;24301.766;
sp|P56756|NDHK_ARATH;P56756;NDHK_ARATH;ndhK;225;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;NAD(P)H-quinone oxidoreductase subunit K, chloroplastic;1;0.999;6;40;40;92453.18;136312.14;288619.8;34710.125;68366.734;183424.9;35754.03;56991.49;109313.48;19784.254;31916.777;64628.527;
sp|P56757|ATPA_ARATH;P56757;ATPA_ARATH;atpA;507;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;ATP synthase subunit alpha, chloroplastic;1;0.999;61;2024;2024;2.40E+07;2.75E+07;4.40E+07;2.06E+07;3.26E+07;6.02E+07;2864750.5;3341249;6736184.5;2369711.5;3956850.2;7723703.5;
sp|P56758|ATPI_ARATH;P56758;ATPI_ARATH;atpI;249;Arabidopsis thaliana OX=3702;3:Protein inferred from homology;ATP synthase subunit a, chloroplastic;0.9995;0.999;2;15;15;14648.172;0;45156.8;14475.667;42533.617;103868.2;0;0;0;0;23602.406;57737.836;
sp|P56759|ATPF_ARATH;P56759;ATPF_ARATH;atpF;184;Arabidopsis thaliana OX=3702;3:Protein inferred from homology;ATP synthase subunit b, chloroplastic;1;0.999;26;635;635;2551024.2;2043872.2;5081835;2278922.2;3530752.8;6870714;662825.6;610510.8;1554460.4;631591.44;901373.3;1632640.2;
sp|P56761|PSBD_ARATH;P56761;PSBD_ARATH;psbD;353;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Photosystem II D2 protein;1;0.999;8;157;157;733541.56;858964.8;1591541.2;1210823.2;1804967.5;5326038.5;361299.5;420772.53;871982.2;637119.9;913552.06;2274852.2;
sp|P56762|RPOA_ARATH;P56762;RPOA_ARATH;rpoA;329;Arabidopsis thaliana OX=3702;3:Protein inferred from homology;DNA-directed RNA polymerase subunit alpha;1;0.999;2;6;6;47199;54200.15;51084.367;0;0;42779.11;28361.992;29900.875;32052.559;0;0;23168.297;
sp|P56763|RPOC1_ARATH;P56763;RPOC1_ARATH;rpoC1;680;Arabidopsis thaliana OX=3702;3:Protein inferred from homology;DNA-directed RNA polymerase subunit beta';0.9998;0.999;2;10;10;0;58535.2;72382.91;0;0;25569.707;0;38268.734;44593.164;0;0;0;
sp|P56764|RPOC2_ARATH;P56764;RPOC2_ARATH;rpoC2;1376;Arabidopsis thaliana OX=3702;3:Protein inferred from homology;DNA-directed RNA polymerase subunit beta'';0.9998;0.999;2;11;11;15530.011;14633.182;30626.617;2434.8013;0;9926.149;9146.566;0;23307.791;0;0;0;
sp|P56765|ACCD_ARATH;P56765;ACCD_ARATH;accD;488;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta, chloroplastic;1;0.999;50;1824;1824;1.25E+07;2.04E+07;2.11E+07;6125247.5;7773906.5;1.23E+07;1021379.94;1565874.1;2113391.2;520447.94;639854.2;936228.3;
sp|P56766|PSAA_ARATH;P56766;PSAA_ARATH;psaA;750;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Photosystem I P700 chlorophyll a apoprotein A1;1;0.999;17;434;434;4821739;4425848;9459985;6668046.5;8328031.5;1.53E+07;2022004.9;1973964.6;5849791;2919815.5;3998490.5;9089424;
sp|P56767|PSAB_ARATH;P56767;PSAB_ARATH;psaB;734;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Photosystem I P700 chlorophyll a apoprotein A2;1;0.999;17;224;224;3532996.2;1648693.4;4128838.5;2937547.2;4150459.2;8754766;848089.8;1006160.6;2246251.2;1085235.5;1474990;3189936.5;
sp|P56771|CYF_ARATH;P56771;CYF_ARATH;petA;320;Arabidopsis thaliana OX=3702;3:Protein inferred from homology;Cytochrome f;1;0.999;21;551;551;2706299.8;2229403.8;3842987;2698002;4298411.5;7986980;620189.56;510641.25;943723.5;611400.1;935181.7;1621561.6;
sp|P56772|CLPP1_ARATH;P56772;CLPP1_ARATH;clpP1;196;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Chloroplastic ATP-dependent Clp protease proteolytic subunit 1;1;0.999;17;201;201;859606.2;1664640.2;5320440;154187.5;484922.7;1382059.8;301269.12;514437.25;1404522.8;65212.027;163652.88;392242.56;
sp|P56773|CYB6_ARATH;P56773;CYB6_ARATH;petB;215;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Cytochrome b6;1;0.999;2;9;9;0;0;70908.664;0;4933.698;36556.21;0;0;32494.34;0;0;25127.533;
sp|P56774|PETD_ARATH;P56774;PETD_ARATH;petD;160;Arabidopsis thaliana OX=3702;3:Protein inferred from homology;Cytochrome b6-f complex subunit 4;1;0.999;4;103;103;457401.2;268317;862182.5;780975.8;1027596.75;1682736;186694.56;138766.1;290615.5;268420.06;380654.16;665332.94;
sp|P56777|PSBB_ARATH;P56777;PSBB_ARATH;psbB;508;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Photosystem II CP47 reaction center protein;1;0.999;41;773;773;3109711.2;3042978.2;9647255;3967588.8;6495718.5;1.52E+07;930699.1;978388.75;2764317.2;1234908;1981598.8;4652083.5;
sp|P56778|PSBC_ARATH;P56778;PSBC_ARATH;psbC;473;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Photosystem II CP43 reaction center protein;1;0.999;23;483;483;1866393.9;1802152.9;5943309.5;2550893.2;3828455.5;1.01E+07;667174.06;669276;1884632.4;957393.06;1361331.6;3094160.8;
sp|P56779|PSBE_ARATH;P56779;PSBE_ARATH;psbE;83;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Cytochrome b559 subunit alpha;1;0.999;5;67;67;141134.97;278027.12;1011149.3;79541.52;196858.34;932316.5;65374.914;146476.48;417185.6;112151.07;138672.5;383333.47;
sp|P56780|PSBH_ARATH;P56780;PSBH_ARATH;psbH;73;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Photosystem II reaction center protein H;1;0.999;4;112;112;952317.1;667344.7;889699.2;994498.25;1302304.9;1762477.1;424515.78;340868.47;269632.53;440589.38;578998.3;778044.25;
sp|P56785|TI214_ARATH;P56785;TI214_ARATH;TIC214;1786;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Protein TIC 214;1;0.999;230;5483;5483;3.93E+07;5.32E+07;6.30E+07;1.77E+07;2.37E+07;4.63E+07;2171248;2959175.2;3969913.5;1034603.94;1337943.9;2482986.2;
sp|P56786|YCF2_ARATH;P56786;YCF2_ARATH;ycf2-B;2294;Arabidopsis thaliana OX=3702;3:Protein inferred from homology;Protein Ycf2;1;0.999;153;2124;2124;8288278;1.23E+07;2.01E+07;3040467;5332409.5;1.23E+07;323046.47;470678.34;814904.4;158271.34;224208.23;453216.44;
sp|P56791|RK2_ARATH;P56791;RK2_ARATH;rpl2-B;274;Arabidopsis thaliana OX=3702;3:Protein inferred from homology;50S ribosomal protein L2, chloroplastic;1;0.999;26;649;649;3299824.5;3266158.2;9538789;2278164;2550140.8;4233107;678171.8;723664.94;1905690;439424.2;519398.22;805955;
sp|P56792|RK14_ARATH;P56792;RK14_ARATH;rpl14;122;Arabidopsis thaliana OX=3702;3:Protein inferred from homology;50S ribosomal protein L14, chloroplastic;1;0.999;18;301;301;2047393.4;3059434;2972901;730562.94;919540.6;1661979.2;731229.9;982338.75;1312935.5;306028.8;370914.9;605853.4;
sp|P56793|RK16_ARATH;P56793;RK16_ARATH;rpl16;135;Arabidopsis thaliana OX=3702;3:Protein inferred from homology;50S ribosomal protein L16, chloroplastic;1;0.999;17;493;493;4566751;4002377;6321609.5;2894416.5;3309127;3936044.5;954335.25;886000.3;1538468.1;603934.4;677379.75;845172.2;
sp|P56794|RK20_ARATH;P56794;RK20_ARATH;rpl20;117;Arabidopsis thaliana OX=3702;3:Protein inferred from homology;50S ribosomal protein L20, chloroplastic;1;0.999;15;196;196;928459.5;888403.3;977363.56;577724.25;707799.8;1098286.6;321575.78;360357.44;690120.56;221811.14;268344.66;354379.62;
sp|P56795|RK22_ARATH;P56795;RK22_ARATH;rpl22;160;Arabidopsis thaliana OX=3702;3:Protein inferred from homology;50S ribosomal protein L22, chloroplastic;1;0.999;18;340;340;3009269.2;2502878.2;5066572.5;1799568.5;1832445;2816198.5;805530.6;745688.56;1345040.4;502403.62;520798.03;734316.4;
sp|P56796|RK33_ARATH;P56796;RK33_ARATH;rpl33;66;Arabidopsis thaliana OX=3702;3:Protein inferred from homology;50S ribosomal protein L33, chloroplastic;1;0.999;5;65;65;282688.66;186117.53;619754.7;215508.84;216717.38;289494.4;138281.7;110281.9;133019.69;107018.32;109460.24;132608.67;
sp|P56797|RR2_ARATH;P56797;RR2_ARATH;rps2;236;Arabidopsis thaliana OX=3702;3:Protein inferred from homology;30S ribosomal protein S2, chloroplastic;1;0.999;29;405;405;3229079.2;2975818;5568916;1163925.9;1506095.4;3108912.8;456745.12;383368.25;975628.4;168588.8;228125.28;376394.66;
sp|P56798|RR3_ARATH;P56798;RR3_ARATH;rps3;218;Arabidopsis thaliana OX=3702;3:Protein inferred from homology;30S ribosomal protein S3, chloroplastic;1;0.999;35;660;660;4736291;5954029.5;8880485;1773255.6;2310912.2;3939538.5;796262.56;1015038.1;1533568.6;321147.88;382063.7;635885.6;
sp|P56799|RR4_ARATH;P56799;RR4_ARATH;rps4;201;Arabidopsis thaliana OX=3702;3:Protein inferred from homology;30S ribosomal protein S4, chloroplastic;1;0.999;22;347;347;1770081.2;2169648.5;4367658.5;742431.9;988193.2;2060961.5;292385.38;339493.4;849271.4;133586.38;161548.97;303577.34;
sp|P56801|RR8_ARATH;P56801;RR8_ARATH;rps8;134;Arabidopsis thaliana OX=3702;3:Protein inferred from homology;30S ribosomal protein S8, chloroplastic;1;0.999;22;422;422;4206343;3845753;6790033;1557001.9;1945153.5;3688019.5;1275058.5;1279975.6;2212319.8;511781.3;648808.3;1145304.1;
sp|P56802|RR11_ARATH;P56802;RR11_ARATH;rps11;138;Arabidopsis thaliana OX=3702;3:Protein inferred from homology;30S ribosomal protein S11, chloroplastic;1;0.999;15;340;340;2487580;2533613.8;3931603;1332829.5;1703153.6;2602728;623887.9;624164.5;1187009.5;318494.25;394101.7;626552.94;
sp|P56804|RR14_ARATH;P56804;RR14_ARATH;rps14;100;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;30S ribosomal protein S14, chloroplastic;1;0.999;14;180;180;1325117.6;1396555.4;3384366.2;765151.1;904987.56;1404585.9;354140.44;398893.34;855708.5;210017.34;248878.39;377374.25;
sp|P56805|RR15_ARATH;P56805;RR15_ARATH;rps15;88;Arabidopsis thaliana OX=3702;3:Protein inferred from homology;30S ribosomal protein S15, chloroplastic;1;0.999;21;307;307;2936096.8;1928795.2;3164271.5;881755.1;1351910;2588939.2;708785.75;677456.5;991555.4;313925.7;416450.56;659349.75;
sp|P56807|RR18_ARATH;P56807;RR18_ARATH;rps18;101;Arabidopsis thaliana OX=3702;3:Protein inferred from homology;30S ribosomal protein S18, chloroplastic;1;0.999;23;402;402;2152007.2;4367360.5;4404924;880174.1;1358286.9;3010886.5;621231.75;874462.25;1041027.7;294098.22;390379.88;689757.94;
sp|P56808|RR19_ARATH;P56808;RR19_ARATH;rps19;92;Arabidopsis thaliana OX=3702;3:Protein inferred from homology;30S ribosomal protein S19, chloroplastic;1;0.999;7;100;100;779472.75;943528.4;922873.9;381967.2;432074.38;578279.94;225908.7;250528.2;491189.84;105234.88;123206.29;216575.31;
sp|P56820|EIF3D_ARATH;P56820;EIF3D_ARATH;TIF3D1;591;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Eukaryotic translation initiation factor 3 subunit D;0.9997;0.999;2;3;3;0;0;54650.184;0;0;0;0;0;0;0;0;0;tr|Q9FKV6|Q9FKV6_ARATH
sp|P57681|PCYOX_ARATH;P57681;PCYOX_ARATH;FLCY;500;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Farnesylcysteine lyase;1;0.999;7;32;32;175189.36;161310.84;253774.9;31821.412;39568.953;89546.94;96227.79;77580.21;92708.33;0;0;56052.49;
sp|P57720|AROC_ARATH;P57720;AROC_ARATH;EMB1144;436;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Chorismate synthase, chloroplastic;1;0.999;9;63;63;199166.83;137832.27;243237.31;21202.307;67235.63;183653.94;58310.46;61219.742;115499.72;0;29522.74;61321.91;
sp|P57751|UGPA1_ARATH;P57751;UGPA1_ARATH;UGP1;470;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;UTP--glucose-1-phosphate uridylyltransferase 1;0.9984;0.999;7;2;31;0;0;0;0;0;0;0;0;0;0;0;0;
sp|P57752|ACBP6_ARATH;P57752;ACBP6_ARATH;ACBP6;92;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Acyl-CoA-binding domain-containing protein 6;1;0.999;8;173;173;854965.8;777582.3;798019.5;353476.8;457020.9;746215.5;170169.84;165592.58;161920.97;76799.01;83531.02;144847.05;
sp|P58684|SPCS2_ARATH;P58684;SPCS2_ARATH;At2g39960;192;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Signal peptidase complex subunit 2;1;0.999;3;18;18;32055.4;5275.94;56001.39;27698.201;7439.379;59069.305;22268.834;0;88434.4;17095.326;0;33758.16;
sp|P59169|H33_ARATH;P59169;H33_ARATH;HTR8;136;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Histone H3.3;1;0.999;7;45;45;152155.1;183861.64;313517.88;52217.96;38479.367;148050.44;45593.24;89661.16;96198.82;21343.166;26152.094;49644.25;
sp|P59223|RS131_ARATH;P59223;RS131_ARATH;RPS13A;151;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;40S ribosomal protein S13-1;0.9998;0.999;13;9;130;12709.817;12393.236;23070.023;10977.223;16070.867;8729.604;0;0;0;0;0;0;
sp|P59224|RS132_ARATH;P59224;RS132_ARATH;RPS13B;151;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;40S ribosomal protein S13-2;1;0.999;13;140;140;900871.5;699418.94;851653.6;680530.56;653785.94;769746.94;208470.98;158982.73;298845.28;180793.7;184624.83;172123.67;
sp|P59230|R10A2_ARATH;P59230;R10A2_ARATH;RPL10AB;216;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;60S ribosomal protein L10a-2;1;0.999;11;168;168;909101.9;476290.16;701102.1;806725.9;657898.44;603558.56;190035.02;111868.39;178760.9;161560.95;133731.83;130381.99;
sp|P59232|R27AB_ARATH;P59232;R27AB_ARATH;RPS27AB;157;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Ubiquitin-40S ribosomal protein S27a-2;1;0.999;10;109;190;394062.88;165218.39;423704.3;314569.66;321809.28;352978.16;184902.03;106067.5;151465.06;146624.17;145937.34;160576.7;sp|P59271|R27AA_ARATH
sp|P59233|R27AC_ARATH;P59233;R27AC_ARATH;RPS27AC;157;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;Ubiquitin-40S ribosomal protein S27a-3;1;0.999;11;12;181;67670.95;13485.887;24376.586;61590.91;40764.45;45406.223;40486.523;0;0;34721.25;28940.436;32907.676;
sp|P59259|H4_ARATH;P59259;H4_ARATH;At5g59970;103;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Histone H4;1;0.999;8;58;58;222815.66;493685.44;541914.1;47885.633;50371.24;262679.84;99743.02;193522.47;186898.22;36368.797;44082.02;106065.5;
sp|P60039|RL73_ARATH;P60039;RL73_ARATH;RPL7C;242;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;60S ribosomal protein L7-3;1;0.999;15;160;160;780550.2;536089.6;426511.47;859779.4;651656.9;596444.94;213918.02;150906.58;248079.69;210171;160015.2;153037.69;
sp|P60040|RL72_ARATH;P60040;RL72_ARATH;RPL7B;242;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;60S ribosomal protein L7-2;1;0.999;14;45;140;299818.84;216326.03;226504.44;193839.25;189156.14;197895.86;150031.97;123604.43;206274.39;115613.54;100605.86;116413.484;
sp|P61626|LYSC_HUMAN;P61626;LYSC_HUMAN;LYZ;148;Homo sapiens OX=9606;1:Experimental evidence at protein level;Lysozyme C;1;0.999;7;17;17;239693.55;0;0;0;0;0;67074.3;0;0;0;0;0;
sp|P61841|RR7_ARATH;P61841;RR7_ARATH;rps7-B;155;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;30S ribosomal protein S7, chloroplastic;1;0.999;23;333;333;2881292.5;3383587.2;2449045.8;1147549.2;1400460.6;2070591.1;483214.56;548959.6;619597.3;211549.11;237613.81;361985.06;
sp|P61843|YCF3_ARATH;P61843;YCF3_ARATH;ycf3;168;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Photosystem I assembly protein Ycf3;1;0.9988;3;10;10;29472.93;41605.703;12139.294;0;21758.74;42537.85;0;0;0;0;0;0;
sp|P61845|RK23_ARATH;P61845;RK23_ARATH;rpl23-B;93;Arabidopsis thaliana OX=3702;3:Protein inferred from homology;50S ribosomal protein L23, chloroplastic;1;0.999;15;265;265;3443309.8;1858725.2;2.33E+07;899913.7;918165.1;1640763.1;978313.1;759471.44;2051210.6;495788.66;542002.44;840925.25;
sp|P61847|RK32_ARATH;P61847;RK32_ARATH;rpl32;52;Arabidopsis thaliana OX=3702;3:Protein inferred from homology;50S ribosomal protein L32, chloroplastic;1;0.999;5;86;86;850665.1;833977.1;852966.3;707059.94;759614.7;936267.1;449609.34;427871.1;415443.16;363649.16;395280.8;503140.06;
sp|P62090|PSAC_ARATH;P62090;PSAC_ARATH;psaC;81;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Photosystem I iron-sulfur center;1;0.999;9;133;133;830448.1;747230.06;2310573.5;535721.25;1435860;2369684.8;486210.78;468929.6;1252991.6;295468.88;1010079.7;1224523.2;
sp|P62095|PSBF_ARATH;P62095;PSBF_ARATH;psbF;39;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Cytochrome b559 subunit beta;0.9145;0.999;1;12;12;162737.75;202387.06;290616.1;39541.594;93292.64;263728.75;0;0;0;0;0;0;
sp|P62117|RK36_ARATH;P62117;RK36_ARATH;rpl36;37;Arabidopsis thaliana OX=3702;3:Protein inferred from homology;50S ribosomal protein L36, chloroplastic;0.9124;0.999;1;13;13;36754.74;34874.105;66000.57;20192.11;40147.41;31195.082;0;0;0;0;0;0;
sp|P62126|RR12_ARATH;P62126;RR12_ARATH;rps12-B;123;Arabidopsis thaliana OX=3702;2:Experimental evidence at transcript level;30S ribosomal protein S12, chloroplastic;1;0.999;16;264;264;1311117.8;1336558.2;1944153.8;849493.6;942392.2;1333720.2;222460.12;221787.25;313309.12;139249.53;159030.95;216308.31;
sp|P62979|RS27A_HUMAN;P62979;RS27A_HUMAN;RPS27A;156;Homo sapiens OX=9606;1:Experimental evidence at protein level;Ubiquitin-40S ribosomal protein S27a;1;0.999;8;116;116;1130620.5;433873.56;285384.56;698180.25;673966.4;819136.3;608903.8;257857.34;275743.4;278893.06;324850.78;403173.38;
sp|P68209|SUCA1_ARATH;P68209;SUCA1_ARATH;At5g08300;347;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;Succinate--CoA ligase [ADP-forming] subunit alpha-1, mitochondrial;0.9945;0.999;2;2;2;0;0;27867.744;0;0;0;0;0;0;0;0;0;
sp|P69834|ISPD_ARATH;P69834;ISPD_ARATH;ISPD;302;Arabidopsis thaliana OX=3702;1:Experimental evidence at protein level;2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase, chloroplastic;1;0.999;8;38;38;130169.37;117710.19;552942.3;19393.139;62340.86;141753.66;63392.375;46549.367;136305.83;0;32452.436;53760.258;
sp|P78385|KRT83_HUMAN;P78385;KRT83_HUMAN;KRT83;493;Homo sapiens OX=9606;1:Experimental evidence at protein level;Keratin, type II cuticular Hb3;1;0.999;36;19;186;0;0;0;0;0;0;0;0;0;0;0;0;
sp|P78386|KRT85_HUMAN;P78386;KRT85_HUMAN;KRT85;507;Homo sapiens OX=9606;1:Experimental evidence at protein level;Keratin, type II cuticular Hb5;1;0.999;38;22;193;15763.662;0;0;0;0;0;0;0;0;0;0;0;
